user	item	topic	rating				topic	rating		user	topic	rating
13	4	1	3.556507786				2	4.175481809		13	1	3.556507786
28	32	2	5				2	5		28	2	5
5	35	3	1.94687235				2	4.284436294		5	3	1.94687235
42	26	1	2.201548047				2	5		42	1	2.201548047
47	32	2	5				2	2.440775917		47	2	5
20	29	3	1				2	3.927553491		20	3	1
8	49	3	3.944483174				2	2.729728432		8	3	3.944483174
5	7	0	3.286767832				2	4.176845113		5	0	3.286767832
27	24	3	3.038395742				2	2.951166772		27	3	3.038395742
39	27	2	3.029826952				2	4.924112173		39	2	3.029826952
47	49	3	3.413380056				2	2.65916185		47	3	3.413380056
7	28	0	5				2	2.045957459		7	0	5
0	47	0	3.88815166				2	1.265878698		0	0	3.88815166
11	49	3	2.379459582				2	5		11	3	2.379459582
35	8	3	2.602848201				2	2.595305233		35	3	2.602848201
0	19	3	5				2	1.514542599		0	3	5
14	28	0	1				2	3.797555577		14	0	1
10	19	3	5				2	5		10	3	5
47	23	0	2.389376722				2	2.087344612		47	0	2.389376722
46	28	0	4.633997444				2	3.885456742		46	0	4.633997444
40	39	2	2.958187332				2	2.303092254		40	2	2.958187332
34	4	1	1.819588581				2	2.674956544		34	1	1.819588581
25	7	0	1.040446909				2	5		25	0	1.040446909
20	47	0	5				2	5		20	0	5
5	39	2	4.335573872				2	3.064077652		5	2	4.335573872
35	18	3	2.554695544				2	4.509653694		35	3	2.554695544
16	43	3	1.616162638				2	2.479640144		16	3	1.616162638
15	43	3	2.653519351				2	5		15	3	2.653519351
13	27	2	3.774340427				2	1		13	2	3.774340427
14	22	3	4.673506311				2	2.946548754		14	3	4.673506311
11	23	0	3.784000492				2	4.185946722		11	0	3.784000492
30	42	0	3.62700023				2	1.25821335		30	0	3.62700023
49	19	3	2.798891121				2	2.291567447		49	3	2.798891121
37	35	3	5				2	3.286822108		37	3	5
24	38	4	3.667507683				2	2.956084155		24	4	3.667507683
8	34	3	1.624299012				2	2.665682283		8	3	1.624299012
46	10	0	3.837811305				2	4.63902249		46	0	3.837811305
5	25	4	1.111170106				2	3.383427709		5	4	1.111170106
19	10	0	4.436182784				2	2.3966792		19	0	4.436182784
18	4	1	1				2	3.082340264		18	1	1
42	27	2	2.105645702				2	4.203166022		42	2	2.105645702
36	47	0	1.395118295				2	4.379883332		36	0	1.395118295
26	47	0	5				3	1		26	0	5
1	30	0	3.900471155				3	2.536953885		1	0	3.900471155
32	34	3	5				3	2.812465542		32	3	5
35	27	2	3.313107724				3	5		35	2	3.313107724
19	11	4	3.143818502				3	2.528991181		19	4	3.143818502
10	39	2	4.486058337				3	5		10	2	4.486058337
11	38	4	4.97091365				3	1.981602579		11	4	4.97091365
14	34	3	3.189329047				3	1.832041207		14	3	3.189329047
9	41	0	4.936011343				3	1.337041133		9	0	4.936011343
33	28	0	4.316011014				3	3.09046429		33	0	4.316011014
32	31	0	5				3	1.350381889		32	0	5
6	26	1	3.89178965				3	2.06488759		6	1	3.89178965
3	32	2	4.435355334				3	1.058904263		3	2	4.435355334
17	5	4	4.429991155				3	4.433832216		17	4	4.429991155
34	32	2	3.732878867				3	5		34	2	3.732878867
24	20	3	3.164327288				3	5		24	3	3.164327288
3	25	4	3.142813418				3	1.339223549		3	4	3.142813418
48	11	4	3.09633008				3	5		48	4	3.09633008
14	33	4	5				3	3.430383997		14	4	5
4	47	0	1.855514044				3	5		4	0	1.855514044
7	41	0	5				3	1.956289038		7	0	5
11	28	0	4.835862062				3	3.590628468		11	0	4.835862062
41	43	3	2.845525242				3	3.822810316		41	3	2.845525242
1	45	4	1.347675642				3	1.417140919		1	4	1.347675642
14	6	3	3.639012928				3	1.391988919		14	3	3.639012928
33	18	3	3.286214369				3	3.064151374		33	3	3.286214369
26	45	4	2.337898943				3	5		26	4	2.337898943
16	12	4	1.513318517				3	2.893036276		16	4	1.513318517
15	38	4	4.008485913				3	3.111274622		15	4	4.008485913
49	27	2	4.552023418				3	2.863322803		49	2	4.552023418
24	34	3	3.270270161				3	2.310924801		24	3	3.270270161
0	47	0	3.492806274				3	1.457784033		0	0	3.492806274
32	31	0	5				3	1.893252061		32	0	5
2	26	1	1.273652212				3	3.62497852		2	1	1.273652212
32	36	0	3.809852014				3	4.593454826		32	0	3.809852014
25	27	2	2.82813745				3	3.853016038		25	2	2.82813745
19	8	3	3.16101952				3	5		19	3	3.16101952
34	27	2	3.556519653				3	1.959988309		34	2	3.556519653
10	28	0	1.400301815				3	1.330239306		10	0	1.400301815
45	2	0	3.375708369				3	1.678127534		45	0	3.375708369
7	45	4	4.299309622				3	5		7	4	4.299309622
49	26	1	1				3	3.074042274		49	1	1
36	35	3	1.970805092				3	2.722380643		36	3	1.970805092
30	41	0	1				3	1.900169959		30	0	1
41	46	3	4.517511073				3	1.652087666		41	3	4.517511073
23	47	0	3.549576776				3	4.190457369		23	0	3.549576776
34	36	0	3.786752431				3	4.978872905		34	0	3.786752431
46	33	4	1.137934466				3	1		46	4	1.137934466
42	7	0	4.546587267				3	2.539577697		42	0	4.546587267
14	46	3	2.723668923				3	1		14	3	2.723668923
7	36	0	5				3	1.829466084		7	0	5
36	16	0	4.391475411				3	5		36	0	4.391475411
47	34	3	3.010095251				3	1.455523415		47	3	3.010095251
32	20	3	5				3	3.407428425		32	3	5
31	27	2	5				3	1		31	2	5
34	45	4	2.89281139				3	5		34	4	2.89281139
4	32	2	2.556666946				3	5		4	2	2.556666946
7	28	0	5				3	3.750047043		7	0	5
26	27	2	1.528602046				3	5		26	2	1.528602046
0	4	1	4.806234822				3	4.556408268		0	1	4.806234822
36	38	4	5				3	1		36	4	5
11	44	2	5				3	4.338494107		11	2	5
19	12	4	4.360755257				3	5		19	4	4.360755257
18	48	0	5				3	5		18	0	5
9	47	0	4.903747105				3	4.470905235		9	0	4.903747105
3	45	4	2.937765871				3	3.800872185		3	4	2.937765871
28	26	1	2.603645724				3	5		28	1	2.603645724
33	16	0	4.344399871				3	3.022139556		33	0	4.344399871
10	47	0	3.14351239				3	4.42745526		10	0	3.14351239
23	30	0	5				3	2.142674234		23	0	5
13	36	0	4.880495123				3	3.248199364		13	0	4.880495123
32	39	2	1				3	3.274642906		32	2	1
25	19	3	1				3	5		25	3	1
1	20	3	5				3	5		1	3	5
46	4	1	3.400870698				3	1.36822302		46	1	3.400870698
19	24	3	3.161337179				3	1.523873577		19	3	3.161337179
18	42	0	4.940985994				3	5		18	0	4.940985994
7	16	0	5				3	1.418963353		7	0	5
31	26	1	2.832034169				3	2.178690253		31	1	2.832034169
45	11	4	4.848940162				3	5		45	4	4.848940162
34	45	4	3.034274319				3	1		34	4	3.034274319
39	0	1	2.058680125				3	3.553470192		39	1	2.058680125
42	2	0	3.60727346				3	2.152547823		42	0	3.60727346
37	20	3	5				3	1.107702198		37	3	5
20	49	3	2.5247328				3	4.026461893		20	3	2.5247328
46	17	4	1				3	2.995681402		46	4	1
6	47	0	1				3	3.485983222		6	0	1
26	27	2	1.541053168				3	2.137063301		26	2	1.541053168
49	2	0	1				3	5		49	0	1
5	29	3	2.239065666				3	2.27348356		5	3	2.239065666
18	31	0	5				3	1.746298713		18	0	5
30	7	0	3.286442559				3	1		30	0	3.286442559
28	48	0	2.327052667				3	3.150495579		28	0	2.327052667
27	33	4	5				3	4.837722311		27	4	5
17	47	0	5				3	5		17	0	5
30	18	3	1.752950978				3	5		30	3	1.752950978
42	36	0	4.721760015				3	1.614516232		42	0	4.721760015
39	2	0	5				3	1.824448475		39	0	5
40	24	3	2.856719801				3	2.639823081		40	3	2.856719801
10	43	3	5				3	5		10	3	5
28	12	4	2.314186354				3	3.228494789		28	4	2.314186354
2	10	0	4.423732843				3	2.33308755		2	0	4.423732843
6	13	2	2.774963581				3	4.783371624		6	2	2.774963581
38	38	4	1				3	2.448755054		38	4	1
0	33	4	4.627219162				3	5		0	4	4.627219162
7	38	4	5				3	2.587606786		7	4	5
6	8	3	1.799741708				3	2.07626888		6	3	1.799741708
33	27	2	4.130207673				3	4.586966495		33	2	4.130207673
15	48	0	5				3	3.39136346		15	0	5
29	7	0	3.471785419				3	3.47963385		29	0	3.471785419
20	21	0	5				3	3.106301069		20	0	5
19	23	0	5				3	5		19	0	5
39	49	3	1.360680658				3	5		39	3	1.360680658
41	1	3	4.283480595				3	2.201093055		41	3	4.283480595
4	30	0	1.43576951				3	5		4	0	1.43576951
9	30	0	5				3	3.513669922		9	0	5
22	13	2	5				3	5		22	2	5
23	33	4	1				3	3.425435346		23	4	1
24	3	3	3.741603391				3	3.933713261		24	3	3.741603391
39	7	0	4.001592349				3	1.546494319		39	0	4.001592349
32	14	0	5				3	5		32	0	5
40	7	0	4.108322355				3	1.448774889		40	0	4.108322355
37	36	0	4.577570467				3	1.112330458		37	0	4.577570467
42	22	3	1				3	4.799430053		42	3	1
26	7	0	5				3	1		26	0	5
47	16	0	3.091081727				3	2.579128801		47	0	3.091081727
10	39	2	2.986621791				3	5		10	2	2.986621791
18	13	2	3.89479735				3	1.412607318		18	2	3.89479735
6	20	3	1.922401832				3	2.879303376		6	3	1.922401832
19	10	0	3.352482062				3	2.413404778		19	0	3.352482062
7	5	4	3.253069441				3	5		7	4	3.253069441
46	36	0	3.661875963				3	1.751478381		46	0	3.661875963
33	33	4	4.775417385				3	1		33	4	4.775417385
42	19	3	1				3	5		42	3	1
35	8	3	3.489282717				3	3.459563616		35	3	3.489282717
20	44	2	1.163387105				3	3.333939581		20	2	1.163387105
16	14	0	2.773694838				3	4.238320415		16	0	2.773694838
46	4	1	2.238434433				3	1		46	1	2.238434433
33	38	4	4.048563601				3	5		33	4	4.048563601
39	8	3	1.606066203				3	2.057745572		39	3	1.606066203
5	31	0	3.602962182				3	5		5	0	3.602962182
23	3	3	1.493352421				3	3.674580155		23	3	1.493352421
13	39	2	3.562135528				3	2.95181599		13	2	3.562135528
8	28	0	1.089122256				3	3.070820254		8	0	1.089122256
11	32	2	5				3	1.94687235		11	2	5
35	30	0	1				3	1		35	0	1
36	46	3	2.384852937				3	3.944483174		36	3	2.384852937
42	12	4	2.08353686				3	3.038395742		42	4	2.08353686
21	31	0	5				3	3.413380056		21	0	5
28	27	2	4.175481809				3	2.379459582		28	2	4.175481809
23	13	2	5				3	2.602848201		23	2	5
6	0	1	3.562869497				3	5		6	1	3.562869497
0	45	4	4.297333533				3	5		0	4	4.297333533
32	30	0	4.477229307				3	2.554695544		32	0	4.477229307
49	27	2	4.284436294				3	1.616162638		49	2	4.284436294
31	32	2	5				3	2.653519351		31	2	5
18	16	0	5				3	4.673506311		18	0	5
12	34	3	5				3	2.798891121		12	3	5
19	20	3	3.86996215				3	5		19	3	3.86996215
4	44	2	2.440775917				3	1.624299012		4	2	2.440775917
41	1	3	2.980869087				3	5		41	3	2.980869087
13	20	3	2.956101776				3	3.189329047		13	3	2.956101776
21	21	0	5				3	3.164327288		21	0	5
23	46	3	2.515714297				3	2.845525242		23	3	2.515714297
46	38	4	1.533164733				3	3.639012928		46	4	1.533164733
42	34	3	2.344671703				3	3.286214369		42	3	2.344671703
39	41	0	3.425953135				3	3.270270161		39	0	3.425953135
30	19	3	2.514938812				3	3.16101952		30	3	2.514938812
12	40	0	5				3	1.970805092		12	0	5
32	2	0	5				3	4.517511073		32	0	5
44	15	2	3.927553491				3	2.723668923		44	2	3.927553491
1	24	3	5				3	3.010095251		1	3	5
10	42	0	2.522034271				3	5		10	0	2.522034271
45	36	0	3.811974934				3	1		45	0	3.811974934
35	30	0	3.777771342				3	5		35	0	3.777771342
30	5	4	3.771008417				3	3.161337179		30	4	3.771008417
3	23	0	3.502759003				3	5		3	0	3.502759003
43	26	1	4.404990088				3	2.5247328		43	1	4.404990088
19	41	0	3.698892946				3	2.239065666		19	0	3.698892946
41	8	3	1.635504811				3	1.752950978		41	3	1.635504811
9	38	4	2.919901129				3	2.856719801		9	4	2.919901129
15	37	2	2.729728432				3	5		15	2	2.729728432
49	35	3	2.060381195				3	1.799741708		49	3	2.060381195
12	22	3	5				3	1.360680658		12	3	5
47	2	0	1.864954518				3	4.283480595		47	0	1.864954518
35	8	3	3.4562094				3	3.741603391		35	3	3.4562094
19	32	2	4.176845113				3	1		19	2	4.176845113
46	45	4	1				3	1.922401832		46	4	1
42	14	0	3.348502543				3	1		42	0	3.348502543
14	18	3	3.999281427				3	3.489282717		14	3	3.999281427
2	17	4	4.14675079				3	1.606066203		2	4	4.14675079
34	21	0	3.634274851				3	1.493352421		34	0	3.634274851
45	17	4	5				3	2.384852937		45	4	5
6	44	2	2.951166772				3	5		6	2	2.951166772
33	23	0	4.436812715				3	3.86996215		33	0	4.436812715
16	22	3	1.138782989				3	2.980869087		16	3	1.138782989
31	30	0	3.820349232				3	2.956101776		31	0	3.820349232
17	32	2	4.924112173				3	2.515714297		17	2	4.924112173
32	13	2	2.65916185				3	2.344671703		32	2	2.65916185
22	38	4	2.61287358				3	2.514938812		22	4	2.61287358
35	36	0	2.194942407				3	5		35	0	2.194942407
20	1	3	1				3	1.635504811		20	3	1
43	15	2	2.045957459				3	2.060381195		43	2	2.045957459
19	1	3	2.548667962				3	5		19	3	2.548667962
9	43	3	5				3	3.4562094		9	3	5
12	48	0	5				3	3.999281427		12	0	5
23	33	4	1				3	1.138782989		23	4	1
49	48	0	1				3	1		49	0	1
21	22	3	4.210680488				3	2.548667962		21	3	4.210680488
14	23	0	2.850301844				3	5		14	0	2.850301844
4	41	0	1.937905509				3	4.210680488		4	0	1.937905509
26	13	2	1.265878698				3	1.379001985		26	2	1.265878698
20	8	3	1.379001985				3	4.373703528		20	3	1.379001985
23	37	2	5				3	2.287861614		23	2	5
32	33	4	2.450899807				3	5		32	4	2.450899807
0	18	3	4.373703528				3	1.207104995		0	3	4.373703528
28	33	4	3.197432316				3	3.788085211		28	4	3.197432316
41	12	4	2.665457171				3	3.559918821		41	4	2.665457171
33	6	3	2.287861614				3	4.817116984		33	3	2.287861614
34	19	3	5				3	4.970090793		34	3	5
13	4	1	3.390513794				3	2.269390707		13	1	3.390513794
7	23	0	5				3	3.227587955		7	0	5
35	23	0	2.503932765				3	1.455331521		35	0	2.503932765
25	9	0	2.067285192				3	1		25	0	2.067285192
17	34	3	1.207104995				3	1.516364088		17	3	1.207104995
8	43	3	3.788085211				3	3.23325645		8	3	3.788085211
32	9	0	4.005573507				3	1.169566274		32	0	4.005573507
36	24	3	3.559918821				3	5		36	3	3.559918821
4	41	0	1.492387457				3	4.74235126		4	0	1.492387457
24	44	2	2.595305233				3	1.744836463		24	2	2.595305233
29	43	3	4.817116984				3	1		29	3	4.817116984
13	31	0	3.420209576				3	4.216303411		13	0	3.420209576
37	23	0	4.241692568				3	1.554651375		37	0	4.241692568
25	28	0	2.134749898				3	2.898276703		25	0	2.134749898
10	18	3	4.970090793				3	4.553936366		10	3	4.970090793
30	44	2	1.514542599				3	2.498351341		30	2	1.514542599
16	3	3	2.269390707				3	2.952526174		16	3	2.269390707
37	40	0	2.343147348				3	5		37	0	2.343147348
31	17	4	4.230873432				3	5		31	4	4.230873432
11	43	3	3.227587955				3	5		11	3	3.227587955
6	47	0	1				3	5		6	0	1
42	20	3	1.455331521				3	1.833969509		42	3	1.455331521
32	12	4	2.18122835				3	5		32	4	2.18122835
24	16	0	4.598346663				3	5		24	0	4.598346663
11	2	0	4.604497307				3	1.533605437		11	0	4.604497307
41	10	0	3.660341891				3	5		41	0	3.660341891
39	20	3	1				3	5		39	3	1
13	16	0	4.505765936				3	3.655377612		13	0	4.505765936
34	14	0	4.218597351				3	2.854290009		34	0	4.218597351
49	15	2	3.797555577				3	2.680850972		49	2	3.797555577
20	19	3	1.516364088				3	1.613632535		20	3	1.516364088
29	44	2	5				3	1.425865316		29	2	5
7	2	0	5				3	1.048275516		7	0	5
49	7	0	2.343818531				3	4.986453159		49	0	2.343818531
22	29	3	3.23325645				3	1.787991836		22	3	3.23325645
28	42	0	2.32761453				3	5		28	0	2.32761453
6	22	3	1.169566274				3	4.935565167		6	3	1.169566274
32	3	3	5				3	5		32	3	5
11	11	4	4.622884879				3	4.548353065		11	4	4.622884879
24	48	0	4.091062373				3	2.291349611		24	0	4.091062373
8	48	0	1.027448204				3	5		8	0	1.027448204
10	35	3	4.74235126				3	4.582275488		10	3	4.74235126
44	38	4	3.178308916				3	2.971934373		44	4	3.178308916
39	29	3	1.744836463				3	3.401404475		39	3	1.744836463
12	42	0	5				3	2.924528864		12	0	5
32	4	1	1.749712433				3	1.189029132		32	1	1.749712433
0	15	2	2.087344612				3	3.405683945		0	2	2.087344612
35	28	0	1.630319371				3	1		35	0	1.630319371
49	21	0	1.408052849				3	1.467696093		49	0	1.408052849
42	49	3	1				3	2.463732368		42	3	1
19	15	2	3.885456742				3	5		19	2	3.885456742
40	48	0	1.302440707				3	5		40	0	1.302440707
33	26	1	3.338936897				3	2.708785913		33	1	3.338936897
16	15	2	2.303092254				4	5		16	2	2.303092254
32	13	2	2.674956544				4	3.752058194		32	2	2.674956544
48	23	0	1.795562107				4	1		48	0	1.795562107
9	36	0	5				4	4.687691951		9	0	5
24	9	0	4.953652247				4	2.415464053		24	0	4.953652247
27	33	4	5				4	5		27	4	5
13	38	4	2.371977473				4	4.762121693		13	4	2.371977473
12	43	3	4.216303411				4	1.071286791		12	3	4.216303411
44	24	3	1.554651375				4	2.170923834		44	3	1.554651375
49	24	3	2.898276703				4	3.337443166		49	3	2.898276703
20	38	4	5				4	1		20	4	5
27	48	0	1.645995128				4	1.938913652		27	0	1.645995128
21	17	4	2.916941973				4	4.496652416		21	4	2.916941973
25	12	4	3.999774056				4	3.407979608		25	4	3.999774056
29	22	3	4.553936366				4	2.4742851		29	3	4.553936366
16	29	3	2.498351341				4	1		16	3	2.498351341
40	18	3	2.952526174				4	4.384823959		40	3	2.952526174
9	35	3	5				4	1		9	3	5
18	29	3	5				4	2.87224269		18	3	5
32	6	3	5				4	5		32	3	5
11	15	2	5				4	4.853867776		11	2	5
29	3	3	5				4	1.683027714		29	3	5
44	3	3	1.833969509				4	1		44	3	1.833969509
17	30	0	4.630244043				4	3.713522202		17	0	4.630244043
1	49	3	5				4	2.335858567		1	3	5
28	19	3	5				4	5		28	3	5
16	28	0	2.749707122				4	4.707471397		16	0	2.749707122
42	19	3	1.533605437				4	5		42	3	1.533605437
9	6	3	5				4	5		9	3	5
37	32	2	5				4	5		37	2	5
29	21	0	2.994176803				4	5		29	0	2.994176803
18	40	0	5				4	1		18	0	5
4	32	2	3.064077652				4	3.683355573		4	2	3.064077652
2	2	0	5				4	3.239534494		2	0	5
40	23	0	3.347947488				4	4.454867125		40	0	3.347947488
44	47	0	5				4	5		44	0	5
26	7	0	5				4	3.279693751		26	0	5
33	12	4	5				4	2.053399863		33	4	5
46	41	0	4.967227458				4	1.155275001		46	0	4.967227458
21	42	0	5				4	4.358872562		21	0	5
42	26	1	1.362245357				4	1.945322841		42	1	1.362245357
3	44	2	4.509653694				4	2.537824742		3	2	4.509653694
33	9	0	4.68269968				4	3.344181967		33	0	4.68269968
10	1	3	5				4	1		10	3	5
12	36	0	5				4	1.829899655		12	0	5
21	30	0	5				4	2.290961075		21	0	5
46	33	4	1				4	1.277793328		46	4	1
14	49	3	3.655377612				4	5		14	3	3.655377612
1	40	0	2.247364035				4	5		1	0	2.247364035
26	49	3	2.854290009				4	5		26	3	2.854290009
39	22	3	2.680850972				4	2.252662857		39	3	2.680850972
22	31	0	2.253671395				4	4.95372912		22	0	2.253671395
1	44	2	2.479640144				4	4.7341924		1	2	2.479640144
25	1	3	1.613632535				4	3.029224944		25	3	1.613632535
12	9	0	5				4	5		12	0	5
11	39	2	5				4	4.253862017		11	2	5
20	41	0	5				4	2.979902286		20	0	5
28	36	0	1.98635234				4	2.600141309		28	0	1.98635234
37	25	4	3.092165497				4	5		37	4	3.092165497
26	37	2	1				4	4.840755965		26	2	1
21	0	1	2.303590386				4	1.480352618		21	1	2.303590386
24	28	0	4.335432703				4	4.597733489		24	0	4.335432703
17	29	3	1.425865316				4	2.94050014		17	3	1.425865316
38	12	4	1				4	4.363143843		38	4	1
1	31	0	2.119182702				4	1.42951633		1	0	2.119182702
7	14	0	5				4	5		7	0	5
5	8	3	1.048275516				4	3.93519115		5	3	1.048275516
47	32	2	2.946548754				4	3.608771495		47	2	2.946548754
8	12	4	5				4	5		8	4	5
44	42	0	4.77269901				4	3.930293395		44	0	4.77269901
21	36	0	5				4	4.943737893		21	0	5
19	23	0	4.869364511				4	2.348474627		19	0	4.869364511
3	16	0	4.137726183				4	2.98141064		3	0	4.137726183
33	47	0	4.920642198				4	4.952132378		33	0	4.920642198
7	42	0	5				4	1.660548164		7	0	5
37	22	3	4.986453159				4	4.591576871		37	3	4.986453159
27	28	0	2.863328454				4	1		27	0	2.863328454
34	30	0	3.031847961				4	3.048986313		34	0	3.031847961
20	17	4	5				4	1.19231649		20	4	5
26	29	3	1.787991836				4	2.237840521		26	3	1.787991836
21	48	0	5				4	1.663638776		21	0	5
42	39	2	4.185946722				4	1.481800256		42	2	4.185946722
38	42	0	2.6810093				4	3.551089258		38	0	2.6810093
20	13	2	1.25821335				4	5		20	2	1.25821335
9	21	0	5				4	4.187968397		9	0	5
28	20	3	5				4	2.571335173		28	3	5
14	5	4	5				4	5		14	4	5
27	13	2	2.291567447				4	1		27	2	2.291567447
47	48	0	2.423417956				4	3.667507683		47	0	2.423417956
31	1	3	4.935565167				4	1.111170106		31	3	4.935565167
36	14	0	2.943115484				4	3.143818502		36	0	2.943115484
4	14	0	2.864730673				4	4.97091365		4	0	2.864730673
46	2	0	4.020381528				4	4.429991155		46	0	4.020381528
1	20	3	5				4	3.142813418		1	3	5
5	41	0	3.39902147				4	3.09633008		5	0	3.39902147
9	22	3	4.548353065				4	5		9	3	4.548353065
11	38	4	4.770902248				4	1.347675642		11	4	4.770902248
37	40	0	3.134046977				4	2.337898943		37	0	3.134046977
44	41	0	5				4	1.513318517		44	0	5
19	3	3	2.291349611				4	4.008485913		19	3	2.291349611
10	17	4	5				4	4.299309622		10	4	5
1	8	3	5				4	1.137934466		1	3	5
0	44	2	3.286822108				4	2.89281139		0	2	3.286822108
41	41	0	2.887920931				4	5		41	0	2.887920931
7	45	4	4.426686089				4	4.360755257		7	4	4.426686089
2	29	3	4.582275488				4	2.937765871		2	3	4.582275488
20	11	4	5				4	4.848940162		20	4	5
15	10	0	4.419666863				4	3.034274319		15	0	4.419666863
38	20	3	2.971934373				4	1		38	3	2.971934373
14	31	0	1.742268588				4	5		14	0	1.742268588
23	36	0	5				4	2.314186354		23	0	5
11	3	3	3.401404475				4	1		11	3	3.401404475
10	10	0	2.449689747				4	4.627219162		10	0	2.449689747
14	11	4	5				4	5		14	4	5
26	20	3	2.924528864				4	1		26	3	2.924528864
4	0	1	2.171305415				4	3.253069441		4	1	2.171305415
28	9	0	1				4	4.775417385		28	0	1
46	25	4	1				4	4.048563601		46	4	1
48	28	0	1.501703664				4	2.08353686		48	0	1.501703664
19	39	2	2.956084155				4	4.297333533		19	2	2.956084155
28	9	0	3.113096473				4	1.533164733		28	0	3.113096473
44	10	0	5				4	3.771008417		44	0	5
39	43	3	1.189029132				4	2.919901129		39	3	1.189029132
12	21	0	5				4	1		12	0	5
47	10	0	2.452998237				4	4.14675079		47	0	2.452998237
13	16	0	5				4	5		13	0	5
46	13	2	2.665682283				4	2.61287358		46	2	2.665682283
32	48	0	4.200811558				4	1		32	0	4.200811558
31	19	3	3.405683945				4	2.450899807		31	3	3.405683945
23	26	1	5				4	3.197432316		23	1	5
3	13	2	4.63902249				4	2.665457171		3	2	4.63902249
47	5	4	1.293068105				4	4.230873432		47	4	1.293068105
34	5	4	4.453433179				4	2.18122835		34	4	4.453433179
12	36	0	5				4	4.622884879		12	0	5
26	36	0	5				4	3.178308916		26	0	5
36	32	2	3.383427709				4	5		36	2	3.383427709
32	11	4	2.730563005				4	2.371977473		32	4	2.730563005
24	40	0	3.935207088				4	5		24	0	3.935207088
44	1	3	1				4	2.916941973		44	3	1
25	43	3	1.467696093				4	3.999774056		25	3	1.467696093
26	49	3	2.463732368				4	5		26	3	2.463732368
34	13	2	2.3966792				4	1		34	2	2.3966792
33	36	0	3.507759442				4	3.092165497		33	0	3.507759442
32	16	0	4.817974397				4	1		32	0	4.817974397
22	5	4	3.718869706				4	5		22	4	3.718869706
10	34	3	5				4	5		10	3	5
35	31	0	2.177455069				4	5		35	0	2.177455069
36	37	2	3.082340264				4	4.770902248		36	2	3.082340264
48	17	4	3.024457321				4	5		48	4	3.024457321
39	33	4	5				4	4.426686089		39	4	5
29	37	2	4.203166022				4	5		29	2	4.203166022
33	39	2	4.379883332				4	5		33	2	4.379883332
11	14	0	3.130426713				4	1		11	0	3.130426713
2	12	4	2.71507469				4	1.293068105		2	4	2.71507469
37	21	0	3.800191583				4	4.453433179		37	0	3.800191583
32	29	3	5				4	2.730563005		32	3	5
49	1	3	2.708785913				4	3.718869706		49	3	2.708785913
31	4	1	2.599793099				4	3.024457321		31	1	2.599793099
27	47	0	1.772383103				4	5		27	0	1.772383103
3	47	0	3.637312234				4	2.71507469		3	0	3.637312234
